trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.1, 'e': 0.16041356777517274}",20,0,-36.94639749873096,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
185,False,"{'a': 0.1, 'e': 0.15881742610692068}",25,15,7.270149988391713,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.1, 'e': 0.1572371663136276}",20,14,12.643125096066715,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.1, 'e': 0.1556726303679973}",20,13,6.98624879211134,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.1, 'e': 0.1541236618151314}",20,7,-22.374235354175553,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
189,False,"{'a': 0.1, 'e': 0.15259010575688386}",20,0,-2.9779285633023265,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
190,False,"{'a': 0.1, 'e': 0.15107180883637084}",20,0,-5.436243396903862,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
191,False,"{'a': 0.1, 'e': 0.14956861922263504}",20,4,-13.834801479332965,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
192,False,"{'a': 0.1, 'e': 0.14808038659546244}",20,0,-4.58776050652636,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
193,False,"{'a': 0.1, 'e': 0.14660696213035015}",20,5,-88.18381293528267,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 2}",1
194,False,"{'a': 0.1, 'e': 0.14514819848362373}",20,16,8.512168227174202,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.1, 'e': 0.14370394977770293}",25,12,12.106955851466365,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.1, 'e': 0.1422740715865136}",35,7,32.602634837946724,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.1, 'e': 0.140858420921045}",25,11,-2.0169531464923933,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
198,False,"{'a': 0.1, 'e': 0.13945685621505094}",20,0,-38.34807145391619,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
199,False,"{'a': 0.1, 'e': 0.13806923731089282}",25,0,30.432877206108927,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
200,False,"{'a': 0.1, 'e': 0.13669542544552385}",20,5,27.03709338026421,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.1, 'e': 0.1353352832366127}",20,0,14.80472181555425,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
202,False,"{'a': 0.1, 'e': 0.13398867466880493}",20,16,6.074206384287362,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.1, 'e': 0.13265546508012172}",30,0,30.55647271200549,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
204,False,"{'a': 0.1, 'e': 0.13133552114849303}",25,17,3.582265781079351,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.1, 'e': 0.1300287108784259}",20,9,7.996550971646793,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.1, 'e': 0.12873490358780423}",25,0,0.03903869873980392,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
207,False,"{'a': 0.1, 'e': 0.12745396989482075}",25,0,-10.975383211133625,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
208,False,"{'a': 0.1, 'e': 0.12618578170503877}",25,13,8.900217080936311,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
209,False,"{'a': 0.1, 'e': 0.12493021219858241}",25,7,-30.273662760493018,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
210,False,"{'a': 0.1, 'e': 0.12368713581745483}",35,26,1.898969352107217,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.1, 'e': 0.1224564282529819}",20,6,-2.353354205878393,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
212,False,"{'a': 0.1, 'e': 0.12123796643338168}",20,5,21.709484808699454,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.1, 'e': 0.12003162851145673}",20,0,-23.851016281209223,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
214,False,"{'a': 0.1, 'e': 0.11883729385240965}",20,0,-10.54352637290965,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
215,False,"{'a': 0.1, 'e': 0.11765484302177918}",20,11,15.986092598464486,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.1, 'e': 0.11648415777349697}",30,2,-3.1025414003649994,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 1}",1
217,False,"{'a': 0.1, 'e': 0.11532512103806251}",25,5,33.39862903176559,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.1, 'e': 0.1141776169108365}",20,0,-75.0745894102092,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
219,False,"{'a': 0.1, 'e': 0.11304153064044985}",20,8,11.862131183400665,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.1, 'e': 0.11191674861732888}",20,10,14.532640854969882,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.1, 'e': 0.11080315836233387}",20,10,15.91377825714634,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.1, 'e': 0.10970064851551141}",25,0,29.638833073542273,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
223,False,"{'a': 0.1, 'e': 0.10860910882495796}",20,3,16.042145658877892,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.1, 'e': 0.10752843013579495}",20,4,-13.259088825269298,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
225,False,"{'a': 0.1, 'e': 0.1064585043792528}",20,16,8.04719467638182,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.1, 'e': 0.10539922456186433}",30,0,39.376918133976794,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
227,False,"{'a': 0.1, 'e': 0.104350484754765}",30,18,-5.127360614279177,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
228,False,"{'a': 0.1, 'e': 0.1033121800831002}",30,0,44.48799902823609,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.1, 'e': 0.10228420671553744}",30,15,23.317072541183972,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.1, 'e': 0.1012664618538834}",25,18,12.427248689219248,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.1, 'e': 0.1002588437228037}",20,0,-5.907787491203048,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
232,False,"{'a': 0.1, 'e': 0.09926125155964566}",25,0,37.556553932706855,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
233,False,"{'a': 0.1, 'e': 0.09827358560436154}",20,11,17.503939575943477,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.1, 'e': 0.09729574708953276}",25,9,18.929755174899206,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.1, 'e': 0.09632763823049303}",20,0,18.37858215362581,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
236,False,"{'a': 0.1, 'e': 0.09536916221554961}",25,1,12.61283380874843,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
237,False,"{'a': 0.1, 'e': 0.09442022319630235}",20,10,17.311187238852366,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.1, 'e': 0.09348072627805847}",25,16,14.475424263964102,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.1, 'e': 0.09255057751034329}",20,3,-15.211859731564152,"{0: 15, 1: 0, 2: 0, 3: 2, 4: 0}",1
240,False,"{'a': 0.1, 'e': 0.09162968387750484}",20,9,19.345862214195403,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.1, 'e': 0.09071795328941251}",20,3,27.646807929195127,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.1, 'e': 0.08981529457224763}",25,10,20.62347199139239,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.1, 'e': 0.08892161745938634}",30,10,-16.928903175494394,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
244,False,"{'a': 0.1, 'e': 0.08803683258237255}",20,1,-35.60320554776348,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
245,False,"{'a': 0.1, 'e': 0.0871608514619813}",25,18,12.026202399819958,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.1, 'e': 0.0862935864993705}",25,7,-15.65856357104247,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
247,False,"{'a': 0.1, 'e': 0.08543495096732123}",30,14,26.139196145097472,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.1, 'e': 0.08458485900156469}",20,10,4.418773505677734,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.1, 'e': 0.08374322559219596}",25,0,18.484286158175394,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
250,False,"{'a': 0.1, 'e': 0.08290996657517266}",25,0,-6.944090401797338,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
251,False,"{'a': 0.1, 'e': 0.0820849986238988}",30,0,39.98660832825546,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
252,False,"{'a': 0.1, 'e': 0.08126823924089167}",30,19,11.62697326364952,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
253,False,"{'a': 0.1, 'e': 0.08045960674953244}",20,2,25.28203238313018,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.1, 'e': 0.07965902028589801}",35,13,33.944719914914494,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.1, 'e': 0.07886639979067495}",20,7,20.819375430937463,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.1, 'e': 0.07808166600115313}",30,7,34.3458013122585,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.1, 'e': 0.07730474044329974}",20,0,15.319440628425262,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.1, 'e': 0.07653554542391151}",30,12,30.465107436356085,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.1, 'e': 0.07577400402284548}",30,3,27.608505107115057,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.1, 'e': 0.07502004008532698}",20,12,18.61842658757903,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.1, 'e': 0.07427357821433388}",25,4,-4.233647669869789,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
262,False,"{'a': 0.1, 'e': 0.0735345437630571}",20,0,21.3079367142937,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
263,False,"{'a': 0.1, 'e': 0.07280286282743559}",25,0,21.137225200080184,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
264,False,"{'a': 0.1, 'e': 0.0720784622387661}",25,7,29.48767500053747,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.1, 'e': 0.07136126955638605}",30,13,28.795969777369038,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.1, 'e': 0.0706512130604296}",20,0,-22.89894081015901,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
267,False,"{'a': 0.1, 'e': 0.06994822174465536}",20,0,20.454075319471695,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
268,False,"{'a': 0.1, 'e': 0.069252225309346}",25,0,33.19562944546561,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
269,False,"{'a': 0.1, 'e': 0.06856315415427791}",25,14,17.04293418658457,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.1, 'e': 0.06788093937176144}",25,0,39.17819283386127,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
271,False,"{'a': 0.1, 'e': 0.06720551273974976}",20,14,-10.193060044737148,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
272,False,"{'a': 0.1, 'e': 0.06653680671501686}",20,6,23.433446792015364,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.1, 'e': 0.06587475442640295}",30,23,12.048243853402287,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.1, 'e': 0.06521928966812753}",20,3,22.238949350981507,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.1, 'e': 0.06457034689316847}",25,19,11.871910949408875,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.1, 'e': 0.06392786120670757}",35,15,20.414421504260552,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.1, 'e': 0.0632917683596407}",30,13,29.422428555092143,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.1, 'e': 0.06266200474215315}",20,9,20.545174379269596,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.1, 'e': 0.06203850737735829}",20,0,29.35115720819956,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
280,False,"{'a': 0.1, 'e': 0.06142121391500013}",20,0,32.496963584101564,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
281,False,"{'a': 0.1, 'e': 0.06081006262521795}",30,6,35.77488279567178,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.1, 'e': 0.06020499239237354}",20,8,22.364699665773053,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.1, 'e': 0.05960594270893937}",25,0,10.692390741485662,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
284,False,"{'a': 0.1, 'e': 0.05901285366944784}",20,3,-9.563692077928907,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
285,False,"{'a': 0.1, 'e': 0.05842566596450083}",20,1,26.798355777771757,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.1, 'e': 0.057844320874838456}",25,0,37.4770173596561,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
287,False,"{'a': 0.1, 'e': 0.05726876026546736}",20,13,14.153033979899295,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.1, 'e': 0.0566989265798469}",20,0,-48.54493817118281,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
289,False,"{'a': 0.1, 'e': 0.056134762834133725}",25,7,29.635275195252042,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.1, 'e': 0.05557621261148306}",25,5,34.577965813581265,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.1, 'e': 0.05502322005640723}",25,8,15.469227883691085,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.1, 'e': 0.05447572986918986}",25,7,30.326080219153894,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.1, 'e': 0.05393368730035602}",20,4,24.357374501329918,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.1, 'e': 0.053397038145197084}",20,0,19.385476249597406,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
295,False,"{'a': 0.1, 'e': 0.05286572873835037}",25,4,32.93666826943092,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.1, 'e': 0.05233970594843238}",35,21,29.086616999259398,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.1, 'e': 0.05181891717272583}",20,6,15.343582012840347,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.1, 'e': 0.05130331033191911}",25,9,13.969302179741591,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.1, 'e': 0.0507928338648985}",25,0,-57.849118634451074,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
300,False,"{'a': 0.1, 'e': 0.050287436723591865}",25,13,26.08858869391365,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.1, 'e': 0.049787068367863944}",25,7,29.21094768977527,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.1, 'e': 0.04929167876046215}",20,13,11.725372003326083,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.1, 'e': 0.04880121836201296}",30,9,32.83841847894772,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.1, 'e': 0.04831563812606777}",25,18,13.08730102165145,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.1, 'e': 0.04783488949419837}",20,10,19.481106061644958,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.1, 'e': 0.04735892439114091}",30,15,-16.571819269305863,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
307,False,"{'a': 0.1, 'e': 0.046887695219988486}",20,0,-18.561634322819483,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
308,False,"{'a': 0.1, 'e': 0.04642115485743125}",20,0,29.073278857291694,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
309,False,"{'a': 0.1, 'e': 0.045959256649044204}",35,0,3.7842063744868186,"{0: 32, 1: 1, 2: 1, 3: 1, 4: 0}",0
310,False,"{'a': 0.1, 'e': 0.04550195440462157}",20,0,-11.194412091628065,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
311,False,"{'a': 0.1, 'e': 0.0450492023935578}",25,6,-3.7941123985632226,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
312,False,"{'a': 0.1, 'e': 0.044600955340274535}",25,16,15.538563562247486,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.1, 'e': 0.04415716841969286}",30,10,31.40458506445827,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.1, 'e': 0.04371779725275094}",25,5,37.60045685543054,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.1, 'e': 0.043282797901965896}",20,0,12.042923757365473,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
316,False,"{'a': 0.1, 'e': 0.04285212686704019}",20,0,17.564325205388982,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
317,False,"{'a': 0.1, 'e': 0.042425741080511385}",25,0,26.505067257003734,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
318,False,"{'a': 0.1, 'e': 0.04200359790344555}",20,0,20.85124170989381,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
319,False,"{'a': 0.1, 'e': 0.04158565512117316}",20,0,-38.13966944566232,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
320,False,"{'a': 0.1, 'e': 0.04117187093906774}",25,3,9.330623828348562,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
321,False,"{'a': 0.1, 'e': 0.04076220397836621}",20,10,18.98475640554794,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.1, 'e': 0.04035661327203115}",25,20,7.024816099705209,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.1, 'e': 0.039955058260653896}",20,14,11.35864484988176,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.1, 'e': 0.039557498788398725}",30,9,27.40963303435676,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.1, 'e': 0.039163895098987066}",20,12,13.070623121866184,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.1, 'e': 0.03877420783172201}",25,0,24.3633727805158,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
327,False,"{'a': 0.1, 'e': 0.038388398017552054}",20,8,9.993608242139658,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.1, 'e': 0.038006427075174314}",20,1,23.74209267862805,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.1, 'e': 0.0376282568071762}",20,0,28.9345542945456,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
330,False,"{'a': 0.1, 'e': 0.03725384939621581}",25,0,-17.01197766234084,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
331,False,"{'a': 0.1, 'e': 0.036883167401239994}",20,11,16.210702933890023,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.1, 'e': 0.0365161737537404}",25,7,30.42752325677896,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.1, 'e': 0.03615283175404641}",20,6,22.027139962228134,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.1, 'e': 0.0357931050676553}",20,10,15.321047688068163,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.1, 'e': 0.03543695772159864}",25,13,22.137576634747358,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.1, 'e': 0.035084354100845025}",20,6,25.159514997465603,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.1, 'e': 0.03473525894473856}",25,10,21.010075747990214,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.1, 'e': 0.03438963734347271}",20,14,11.306152883816749,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.1, 'e': 0.034047454734599344}",20,4,6.671646147694056,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
340,False,"{'a': 0.1, 'e': 0.033708676899572396}",25,0,37.391010055044674,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
341,False,"{'a': 0.1, 'e': 0.03337326996032608}",30,22,13.003163086747657,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.1, 'e': 0.03304120037588693}",25,0,22.096350169257196,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
343,False,"{'a': 0.1, 'e': 0.03271243493901982}",20,12,12.934041736011848,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.1, 'e': 0.03238694077290704}",20,8,5.349034463616385,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.1, 'e': 0.03206468532786077}",20,12,14.723697751907546,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.1, 'e': 0.03174563637806794}",25,0,33.29641526413764,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
347,False,"{'a': 0.1, 'e': 0.03142976201836771}",25,0,35.14982824821478,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
348,False,"{'a': 0.1, 'e': 0.03111703066106086}",25,16,14.593044737155143,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.1, 'e': 0.030807411032751076}",30,14,28.826733526901993,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.1, 'e': 0.030500872171217483}",35,4,38.008669198547615,"{0: 30, 1: 1, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.1, 'e': 0.0301973834223185}",35,20,27.391779372348985,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.1, 'e': 0.029896914436926308}",25,18,13.061348862565904,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.1, 'e': 0.029599435167892}",25,0,-30.557596702786185,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
354,False,"{'a': 0.1, 'e': 0.029304915867040746}",20,6,22.61870693750934,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.1, 'e': 0.029013327082197053}",25,10,26.304484968431545,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.1, 'e': 0.028724639654239423}",25,11,24.737332456283653,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.1, 'e': 0.028438824714184505}",30,6,16.723292507788553,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
358,False,"{'a': 0.1, 'e': 0.028155853680300096}",25,6,28.945140850254106,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.1, 'e': 0.027875698255247015}",25,4,31.97783610951787,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.1, 'e': 0.027598330423249287}",30,22,15.199766114676063,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.1, 'e': 0.02732372244729256}",20,10,15.370134183915958,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.1, 'e': 0.027051846866350416}",30,2,-16.13302895633735,"{0: 25, 1: 2, 2: 0, 3: 0, 4: 1}",1
363,False,"{'a': 0.1, 'e': 0.026782676492638175}",20,0,23.339200127559202,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
364,False,"{'a': 0.1, 'e': 0.02651618440889418}",35,1,40.95650284699664,"{0: 33, 1: 0, 2: 1, 3: 0, 4: 0}",1
365,False,"{'a': 0.1, 'e': 0.02625234396568796}",20,14,10.269769845608629,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.1, 'e': 0.025991128778755347}",30,3,40.854360056312025,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.1, 'e': 0.02573251272635994}",25,14,14.469402950557285,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.1, 'e': 0.025476469946681016}",20,16,7.479843492198937,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
